tid,id,number,title,length,artist,album,year,language
116313,162684-A032,13,013-Senza Una Donna (bonus En Catalan),3m 56sec,Sergio Dalma,Via Dalma II (2011),null,Spa.
116314,233293-A048,23,023-Laura no esta,3m 47sec,Nek,Cadena Dial 20 Aniversario (2011),null,Spa.
116315,134039-A065,5,"005-Streichquartett Nr. 1 in B-Dur, ""Die Jagd"": Presto (Caspar-Da-Salo-Quartett)",3m 4sec,Joseph Haydn,Die Klassiksammlung 56: Haydn: Hohepunkte der Klassik (1995),null,Ger.
116316,147493-A050,7,007-Celebrate the News,3m 3sec,The Beach Boys,Beach Boys Rarities (1983),null,Eng.
116317,199222-A053,10,010-The Doctrine of the Trinity,unknown,Professor Phillip Cary,History of Christian Theology (unknown),null,Eng.
116318,25909-A041,5,005-Cold Hearts,2m 54se c,Club 8,Strangely Beautiful (2003),null,Engg.
116319,209308-A052,4,004-As Always,3m 55sec,Secret Life,Sonic System (1992),null,Eng.
116320,11292-A050,5,005-,1m 15sec,Asgaard,XIII voltum lunae (2002),null,Lat.
116321,3918-A067,,004-Trying to Kill Hobbits,3m 4sec,Leonard Rosenman,The Lord of the Rings (2001),null,unk.
116322,147254-a035,11,011-i will return,4m 11sec,goombay dance band,goombay dance band (1999,null,eng.
116323,46537-A024,2,002-Kaapwerk,unknown,Raymzter,Homegrown: Dope Dutch Hiphop Talent (unknown),null,Dut.
116324,65601-A040,8,008-Russia's on Fire,5m 49sec,Stormwitch,Live in Budapest (2007),null,Eng.
116325,158249-A033,10,010-Sur Le Chemin,2m 52sec,Dani Llamas,Speaking Thru the Others (unknown),nul l,Eng.
116326,108705-A027,11,011-You're Fighting Me Now,3m 26sec,godheadSilo,Sound: Check (1998),null,Eng.
116327,114988-A053,1,001-Varnam Kapali Ambi Dikshitar Adi,4m 0sec,Mahadevan,Myriad Hues of Mohana (2002),null,unknown
116328,91742-A015,12,012-Comme une flamme,4m 12sec,Richard Seguin,Lettres ouvertes (2006),null,Fre.
116329,22989-A055,11,011-Master of the World,4m 29sec,The Bolshoi,Away: Best of The Bolshoi (unknown),null,Eng.
116330,65175-A029,15,015-Happy Birthday Song,4m 44sec,Sammy Mayfield,A Measure of Blues II (unknown),null,Eng.
116331,171543-A019,4,004-Call for the Touareg,12m 41sec,Hybryds,Ritual Anthology (2009),null,Eng.
116332,178781-A023, 2,002-Rebel Rebel (truncateEd),3m 14sec,David Bowie,VH1 Storytellers(2009),null,Eng.
116333,218612-A046,2,002-Route 66,3m 2sec,Natalie Cole,Paper Moon (1991),null,Eng.
116334,229049-A036,3,003-Jah Love (VIP Remix),5m 52sec,Lemon D,Jungle Renegades Vol. 2 (unknown),null,Eng.
116335,124511-A028,11,"011-Ile au Printemps, Variations Sur le Theme de ""L'Hymne au Printemps""",7m 37sec,Claude Lamothe,Vivace (2005),null,Fre.
116336,32826-A024,11,011-What's on My Mind,3m 25sec,Kansas,The Ultimate Kansas (2002),null,nEg.
116337,12704-A02,12,012-Smart Patrol / Mr. DNA,6m 6sec,DEVO,Duty Now for the Future (1994),null,unknown
116338,32586-A027,12,012-Bop 'Til You Drop,4m 20sec,Rick Springfield,The Best of Rick Springfield (1999),null,Eng.
116339,161691-A035,10,010-Tangiers Chase,7m 40sec,Joh nPowell,The Bourne Ultimatum: Expanded Motion Picture Score (unknown),null,Eng.
116340,10858-A044,13,013-You Ar e a Holy God,5m 32sec,Brian Duane & Kathryn Scott,Hungry: Falling on My Knees (1999),null,EEng.
116341,231859-A017,2,002-Denial,4m 30sec,Bia,Naked Power (unknown),null,unknown
116342,31059-A029,5,005-Jump in the Grave,4m 1sec,The Vanpity Set,The Vanity Set (2000),null,Eng.
116343,12739-A065,3,003-Lucia,5m 14sec,Oscar Lopez,Dancing on the Moon (1995),null,Eng.
116344,219868-A054,A3,0A3-The Rose and the Cross,2m 39sec,Jean-Jacques Perrey,Moog Indigo (1970),null,Eng.
116345,69327-A018,3,003-I've Changed My Number,3m 30sec,Plush,Rough Trade Shops: Singer Songwriter 1 (2006),null,Eng.
116346,220838-A030,6,006-Starchild (1981 remix edit),3m 52sec,Level 42,Living It Up (2010),null,Eng.
116347,78103-A049,3,003-All Together,3m 7sec,Novi Singers,Go Right: Jazz From Poland 1963-75 (1999),null,Eng.
116348,28609-A017,14,"014-Enigma Variations, Op. 36: Variation 11 ""G.R.S."": Allegro di molto",0m 59sec,Sir Edward Elgar,"Enigma Variations, etc. (1997)",null,ng.
116349,116956-A031,1,001-Addicted,4m 5sec,Mylar Man,Soundz From Boomington (2006),null,Eng.
116350,33560-A019,4,004-Hazy Shade of Winter,2m 46sec,Bangles,Paul Simon Songbook (1992),null,Eng.
116351,38272-A029,11,011-El jibarito,3m 50sec,Enrique Chia,"Piano Romantico, Vol. I (unknown)",null,SSpa.
116352,123393-A056,1,001-Claustrophobic Conversations,0m 55sec,Foehn,Silent Light (2000),null,Eng.
116353,21188-A06,6,006-To Be Free (Spanish version radio edit),3m 58sec,Mike Oldfield,Thou Art in Heaven: The Remixes (2002),null,Eng.
116354,163986-A046,1,001-The Queen Is Dead,6m 25sec,The Smiths,Complete (2011),null,Eng.
116355,61970-A010,12,012-When a Village Is Out Of The Window,unknown,Parricide,Patogen (),null,Eng.
116356,182348-A059,1,"Cello Concerto in B minor, op. 104: I. Allegro",15m 45sec,Antonin Dvorak,"Dvorak: Cello Concerto in B minor, op. 104 / Haydn: Cello Concerto no. 2 in D major, H. 7b-2, op. 101 (unknown)",null,Eng.
116357,29865-A066,6,006-Jimmy,4m 23sec,Hilde Marie Kjersem & TUB Quartet,Red Shoes Diary (2004),null,Eng.
116358,229914-A01,9,009-Taisin kulkea taksilla eilen,4m 13sec,Jonna Geagea,Katso mua (2010),null,Fin.
116359,31202-A070,4,004-Mein Heib,6m 8sec,Leiendecker Bloas,Gammer (1998),null,Ger.
116360,93081-A047,2,002-What Is a Man,2m 38sec,Four Tops,Four Tops Now! (1992),null,Eng.
116361,134540-A034,276,276-Brass Bit 2,0m 2sec,Harry Bluestone,Comedy / Cartoon (unknown),null,Eng.
116362,104471-A054,2,002-Barber: Essay for Orchestra No.1,8m 21sec,Symphony,(unknown),null,Eng.
116363,181525-A037,13,013-The Man I Love,3m 6sec,Billie Holiday,Greatest Hits (1995),null,Eng.
116364,57407-A058,1,001-La Fruitmousse,2m 43sec,unk.,Astronaut House (1994),null,Eng.
116365,121450-A065,44,044-Laughter at the Royal Court,0m 30sec,Jean-Marie Philibert & Yohann Bourdin,FX in the Mix (unknown),null,Eng.
116366,125143-A069,3,"003-Concerto for Piano and Orchestra No. 9 in E-flat major, K. 271: III. Rondo. Presto",10m 8sec,Wolfgang Amadeus Mozart,Spectacular Classics (unknown),null,Eng.
116367,14391-A04,5,005-Sally the Seducer,3m 4sec,Amon Duul II,Pyragony X (1996),null,Eng.
116368,210191-A036,6,006-The Boogie Monster,2m 52sec,Gnarls Barkley,St. Elsewhere (2006),null,Eng.
116369,19379-A037,17,017-Noding Donkey Blues,3m 12sec,Iron Maiden,The Singles (unknown),null,Eng.
116370,121801-A057,105,105-The Good Life 2,0m 13sec,DDon Gould,Peaktime Television (unknown),null,Eng.
116371,41514-A035,4,004-When Lights Are Low,2m 41sec,Howard Roberts,Dirty 'n' Funky (unknown),null,unknown
116372,97294-A06,1,001-Vessels,6m 43sec,& Wolf Cub,Vessels (2007),null,Emg.
116373,127733-A018,8,"008-Cantata, BWV 2 ""Ach Gott, vom Himmel sieh darein"": II. Recitativo ""Sie lehren eitel falsche List""",1m 2sec,Sebastian Johann Bach,"Bach 2000: The Complete Bach Edition, Volume 1: Sacred Cantatas: BWV 1-14, 16-47 (1999)",null,Eng.
116374,147033-A010,13,013-Mais il le faut,1m 53sec,AnneSylvestre,"Les Fabulettes , Vol. X : Fabulettes a manger  (1999)",null,Fre.
116375,51498-A08,10,010-The Dolphin's Cry,4m 0sec,Live,"100% Hits, Volume 30 (2000)",null,Eng.
116376,4379-A017,1 3,013-Checkout Line,3m 36sec,Citizen King,Mobile Estates (1999),null,Eng.
116377,184909-A052,6,006-Now the Day Is Over,5m 1sec,Madacy Kids,Lullabies for Little Dreamers (2003),null,Eng.
116378,219189-A056,2,002-Ich liebe dich,5m 50sec,Clowns,Bild am Sonntag: Die besten deutschen 80er Hits des Jahrtausends (2011),null,Eng.
116379,121958-A040,13,013-Love Your Neighbour,5m 12sec,Komor Kommando,"Gothic Compilation, Part XLIV (2009)",null,Eng.
116380,100338-A012,7,007-Avalon,2m 53sec,Quintette,"Integrale, Volume 3: ""Djangology"" (1999)",null,unknown
116381,27478-A059,5,005-Springhead Motorshark,2m 51sec,Britny Fox,Springhead Motorshark (2003),null,Eng.
116382,121576-A022,109,109-Duckmna Hunting Call I,0m 1sec,Brian Maitthews,Novelty Eelments (unknown),null,Eng.
116383,100980-A063,3,003-Ruralia Hungarica - Molto Vivace,2m 9sec,Erno Dohnanyi,Kreisler: 1928 Victor Recordings: Favourite Short Pieces (unknown),null,Eng.
116384,57961-A053,25,025-Passenger Side,unknown,Jeff Tweedy,"1998-11-12: Chicago, IL, USA (unknown)",null,Eng.
116385,12215-A050,4,004-Acadian Driftwod,6m 44sec,The Band,Northern Lights - Southern Cross (1989),null,Eng.
116386,187726-A017,A5,tempo,4m 50sec,Fiorella Mannoia,Festivalbar '88 (1988),null,unknown
116387,157394-A026,12,012-Stuck With You,4m 22sec,Huey Lewis & The News,80s Pop Party (2007),null,Eng.
116388,220573-A013,244,244-A Little Quiet Time in the Lab,1m 0sec,The Icarus Descent,ISGNALVOID (2012),null,Eng.
116389,56964-A017,4,004-Star Trek TV Themes,3m 27sec,London Starlight Orchestra,Space Themes (unknown),null,Eng.
116390,224886-A023,6,006-Leila's Vision,4m 32sec,Beatsurfer,"Extreme, the Compilation (1995)",null,Eng.
116391,229343-A01,14,Abschnitt 14,8m 1sec,Rick Riordan gelesen von Marius Claren,Percy Jackson: Diebe im Olymp (2010),null,Ger.
116392,210780-A038,5,005-Purest Gold,2m 56sec,Paul Needs,Songs From the Long Land (2013),null,Eng.
116393,78470-A057,7,007-Carlo Martello,5m 0sec,Folkabbestia,25-60-38 Breve saggio sulla canzone italiana (2006),null,Ita.
116394,65742-A027,14,014-Ballad of John & Martin,2m 24sec,The Members,1980 - The Choice Is Yours (2007),null,Eng.
116395,101022-A064,15,S015-Frunze,3m 26Sec,Stefan Hrusca,Ruga pentru parinti (2003),null,Rom.
116396,103518-A062,6,006-Heaven Touch Me,5m 23sec,Eden's Cruse,Seven Deadly Sins - The Acoustic Sessions (2008),null,Eng.
116397,133113-A026,1,001-If You Can Smile and Say Yes,3m 8sec,The Nat King Cole Trio,Trio Classics (2001),null,Eng.
116398,8737-A061,4,004-Dark Are the Veils of Death (live),4m 7sec,Candlemass,Nightfall-(2001),null,Eng .
116399,119372-A01,2,002-Symphony No. 9 in DD major: IV. Adadigo (Sehr langsam und noch zuruckhaltend),26m 3sec,Gustav Mahler,Symphony no. 9 in D (2008),null,Eng.
116400,216153-A011,8,008-Burlesca,1m 37sec,Bruno Nicolai,Justine (1969),unk.,Ita.
116401,null,1,001-ma cherie ,5m 24sec,MALICE MIZER,ma cherie  (1996),null,Jap.
116402,81451-A065,21,021-Love Song,3m 25sec,The Jackson 5,The Jackson 5 Story (2006),null,Eng.
116403,146020-A034,3,003-Dynamite Pressure (Taio Cruz vs. Queen & David Bowie),4m 3sec,DJ Tripp,Best of Bootie 2010,2010,Eng.
116404,41485-A055,1,001-Two Faced,4m 21sec,Hatred,Soulless (2004),null,Eng.
116405,38471-A045,3,002-Alwyas in Love,3m 22sec,The Shelley Winters Project,The-Shelley-Winters-Project-(unknown),null,Eng
116406,38037-A07,4,004-Free Fall Lover,6m 45sec,John Klemmer,"Mosaic: The Best of John Klemmer, Vol. I (unknown)",null,Eng.
116407,66463-A036,2,002-The Metallophone Song No. 1,3m 42sec,Sebastien Roux,Songs (2006),null,Eng.
116408,149934-A062,18,018-Concerto for Orchestra: IV. Intermezzo interrotto: Allegretto,4m 18sec,Bela Bartok,Strawinsky: Le Sacre du printemps / Bartok: Konzert fur Orchester (Berliner Philharmoniker feat. conductor: Herbert von Karajan) (2007),null,Fre.
116409,119933-A08,19,019-Purple Sky (Lomax remix),unknown,Electrosoul System,Infinite in All Directions (2007),null,Eng.
116410,99684-A01,14,"014-Un jour, revenant de la ville",1m 40sec,Breton-Cyr,Reflets de tradition quebecoise (1975),null,Fre.
116411,46833-A038,17,017-Tid Bit,0m 33sec,Scaterd Few,Out of the Attic (1994),null,Eng.
116412,40903-A063,4,004-Fly (Through the Starry Night) (Happy Hardcore mix),4m 35sec,2 Brothers on the 4th Floor,Fly (Through the Starry Night)(Remixes) (1995),null,Eng.
116413,60588-A050,9,009-Spiritual Damnation,4m 8sec,Lord Belial,Nocturnal Beast (2005),null,Eng.
116414,128035-A058,9,009-Isiman RRomalen,3m 35sec,Martin Lubenov Orkestra,Dui Droma - Two Roads (unknown),null,Hau.
116415,33712-A01,13,"013-You're Lovely, Madame",2m 55sec,Benny Goodman,Smoke House Rhythm (unknown),null,Eng.
116416,212083-A024,5,005-Fireworks After Midnight,2m 45sec,Gold Motel,Summer House (2010),null,Eng.
116417,30344-A07,15,"015-6/8 March, Hornpipe",2m 53sec,Donald Black & Malcolm Jones,The Rough Guide to Scottish Music (2003),null,Eng.
116418,84126-A07,3,003-Under the Flag,3m 9sec,Last Hope,Test of Time (2007),null,Eng.
116419,209809-A015,2,002-You Never Know,unknown,Noah Peterson,Duos and Trios (2007),null,Eng.
116420,228655-A01 3,32,032-Petrarch,unknown,Thomas F.X. Noble,"Great Authors oft he Western Literary Tradition, 2nd Edition (unknown)",null,unknown
116421,182017-A044,4,004-In Your Arms (Rescue Me) (Aston's Freestyle mix),3m 13sec,Nu Generation,Galaxy Hit Mix (unknown),null,Eng.
116422,177382-A08,7,P007-Halka,3m 15sec,Sokak Kopekler,Bir Tek Yldzlar Vard (2007),null,Tur.
116423,23699-A027,18,018-Sweet Pea,2m 34sec,Mrs. Miller,"Ultra-Lounge: Wild, Cool & Swingin': The Artist Collection, Vol. III (1999)",null,Eng.
116424,228600-A062,4,004-Dressed in Dreams,4m 47sec,Brody Dalle,Diploid Love (2014),null,Eng.
116425,70570-A029,16,016-Schlusskritik: Horst Schlammer,0m 53sec,Hape Kerkeling,Wieder auf Tour (2005),null,Ger.
116426,141487-A064,82,082-Honky Tonk Piano (sting),0m 7sec,David Marsden,"Editors Toolkit, Vol. I (u nknown)",null,En.g
116427,93368-A025,9,"009-Requiem: I. Introitus (Collegium Vocale Gent, Musica Antiqua Koln, feat. director: Philippe Herreweghe)",14m 12sec,Jean Gilles,Tresors d'Archiv: The Best Early Music Recordings (1995),null,unknown
116428,186426-A049,3,003-I Love It,3m 49sec,Sneaky Sound System,Pictures (unknown),null,Eng.
116429,117719-A09,12,012-This Is the End,10m 34sec,In Flames,A Sense of Purpose (2008),null,Eng.
116430,154318-A053,8,008-Spaced Out,unknown,Mason Casey,Reefer Smokin' Man (2000),null,Eng.
116431,182976-A016,4,004-Undisclosed Desires (Thin White Duke remix) (edit),4m 52sec,Muse,Undisclosed Desires (2009),null,Eng.
116432,183028-A011,15,015-Nobody Not Really,2m 56sec,Alicia Keys,The Diary of Keys Alicia (2004),null,Eng.
116433,14024-A045,7,"007-No Reason to Live, No Reason to Die",11m 7sec,Porcupine Tree,Yellow Hedgerow Dreamscape (1994),null,Eng
116434,161124-A014,4,004-Poison,3m 15sec,May I Cry,Scenery,null,Eng.
116435,233011-A019,12,012-Outro,1m 41sec,NeoKlez,Piec stron swiata (2012),null,unknown
116436,124339-A064,10,010-Cum Scene Investigation,5m 14sec,Hymen Holocaust,Hot Love (2009),null,Eng.
116437,87125-A039,2,002-Run This Race,3m 58sec,Aslan,For Some Strange Reason (2007),null,Eng.
116438,149995-A063,11,011-Rubber Plants,1m 55sec,Danny and the Dressmakers,39 Golden Grates (1979),null,Eng.
116439,91070-A058,15,015-Eternity,3m 42sec,Krystal,Melodic Trance 2007: The Greatest Trance Anthems,2007,Eng.
116440,59301-A048,10,010-Bonecrusher,3m 20sec,Phantom,The Best of the Rest (2000),null,Eng.
116441,115065-A058,3,003-Smoke on the Water,3m 22sec,Panzerballett,Starke Stucke (2008),null,Ger.
116442,83792-A065,11,011-Hckrmalsn (Remix),3m 54sec,,Yolumu Bulurum (2007),null,Tur.
116443,125776-A067,2,002-Poland,4m 21sec,Ganache,"The Lifted Brow, No. 6 (2010)",null,Eng.
116444,217026-A028,7,007-Ti a Fi a Colly,unknown,Geraint Jarman a'r Cynganeddwyr,Atgof fel Angor (2008),NULL,Wel.
116445,223272-A027,1,001-No Exit,2m 32sec,Belgrado,Self Titled (0211),null,unknown
116446,219790-A049,15,015-We Three Kings,4m 15sec,Rich Gibbons & Felicia Sorensen,A Holiday Songbook (1995),null,Eng.
116447,19818-A026,10,010-Marvellous Moses,6m 35sec,Nektar,Recycled (1975),null,Eng.
116448,75471-A02,4,004-Lo que sangra (La cupula) (version remix),6m 8sec,,Languis (19990),null,Spa.
116449,101886-A025,11,011-Ice Is on My Hands,3m 40sec,Ralfe Band,Attic Thieves (2008),null,Eng.
116450,103898-A051,8,008-Viva,3m 21sec,Pooh,Ascolta tour 2004,2004,Ita.
116451,42994-A055,6,006-Breed the Cancer,2m 33sec,The Red Chord,Fused Together in Revolving Doors (2004),null,Eng.
116452,131359-A068,38,038-Baila Mi Reyna (narration),2m 4sec,Carlos Ramirez & Byron Brizuela,Regions (unknown),nul l,Spa.
116453,42183-A047,5,005-Lexicon,6m 32sec,Neurosis,Enemy of the Sun (2000),null,Eng.
116454,150249-A067,5,"005-Fantasie und Fuge uber den Choral Ad nos, ad salutarem undam aus der Oper ""Der Prophet"" von Meyerbeer, S624: II. Adagio",9m 7sec,Franz Liszzt,The Complete Liszt Piano Music (2011),null,Eng.
116455,14372-A028,10,010-Save It for a Rainy Day,3m 13sec,null,Careless (1976),null,Eng.
116456,197305-A021,5,005-You Cant Always Get What You Want,4m 52sec,The Rolling Stones,Singles Collection: The London Years (2005),null,Eng.
116457,153329-A066,6,006-Oh My God,3m 35sec,Kaiser Chiefs,Employment (2005),null,Eng.
116458,150589-A046,4,004-You And Me,2m 59sec,Mystery Palace,Flags Forward (uunknown),null,nEg.
116459,112488-A06,5,Tanz der Molekule (BeeLow remix),3m 7sec,MIA.,TheAnnual2007(2006),null,Eng.
116460,91705-A046,unk.,003-Same Old Years,3m 21sec,Annie Humphrey,The Heron Smiled (2000),null,Eng.
116461,233491-A053,5,005-N.M.,3m 34sec,Personal Device,Microorganismos del mal (unknown),null,unknown
116462,8024-A042,10,010-Thundercrack,8m 28sec,Bruce Springsteen,Track s(1998),null,Eng.
116463,224933-A012,6,006-Freed From Desire (radio mix),3m 22sec,Gala,Summer Revolution - A Decade of Dance Anthems (2005),null,Eng.
116464,198862-A022,9,009- ,3m 30sec, ,  (2009),null,Rus.
116465,156556-A037,5,005-Outta Town Blues,unknown,Scoundrels,Sniff It Up (unknown),null,Eng.
116466,7430-A013,10,010-The Garden of Earthly Delights,3m 16sec,SPK,"Digitalis Ambigua, Gold and Poison (1987)",null,Eng.
116467,32488-A047,1,001-About a Girl,3m 36sec,Nirvana,About a Girl (1994),null,Eng.
116468,186379-A013,2,002-Jealousy,unknown,The 4Skins,"1981-06-01: Peel Session, Maida Vale, London, UK (unknown)",null,Eng.
116469,126463-A018,33,033-Oriental Journey,1m 47sec,Djamal Aladin,Oriental Tour (unknown),null,Eng.
116470,203145-A032,17,017-My Friends Outside,4m 36sec,The Bonzo Dog Band,Pour l'amour des chiens (unknown),null,unknown
116471,224256-A024,1,001-Left Outside Alone,3m 56sec,Anastacia,Women That Move You (disc 1) (2006),null,Eng.
116472,74930-A00,1,001-Auf der Buhne,3m 8sec,Josef Hader,Hader muss weeg (Dialekt Light) (2006),null,Ger.
116473,156891-A028,14,014-Whats Left Undone,0m 22sec,Darren Korb,Bastion: Original Soundtrack (2011),null,Eng.
116474,38116-A056,5,005-Feedback (Slash remix),2m 10sec,DJ Flx,Clubbers Guide Mexico 2003 (disc 1) (unknown),null,Eng.
116475,146558-A047,5,null,3m 29sec,Juliette,No Parano (2011),null,Fre.
116476,228456-A034,3,003-Manskenstangon,unknown,Ulla Billquist,Den kompletta Ulla Billquist (2010),null,wSe.
116477,51788-A032,7,007-No Pain No Gain,4m 24sec,Edwin K,"Trance: The Ultimate Collection 2003, Vol. I (disc 1)  (unknown)",null,Eng.
116478,197096-A037,4,004-Razzle Dazzle (Captain Hook remix),8m 17sec,Phony Orphants,Human Design ((2011),null,Eng.
116479,162002-A08,3,003-Tootie & The Crawfish,unknown,Kruger Brothers,Carolina Scrapboko (1999),null,Eng.
116480,174449-A06,5,005-Everything's Fine,3m 14sec,047 feat. Lisa Pedersen,Elva (2011),null,Eng.
116481,69377-A01,6,006-Arbatta,5m 35sec,Foje,As cia esu (1994),null,Lit.
116482,95031-A064,21,021-Cold as Ice,3m 13sec,Stingray & Sonicdriver,"HiAstory of Dance, Volume 5: The Happy Hardcore Edition (2006)",null,Eng.
116483,962-A014,12,"012-Fantasy on Themes from Mozart's ""Marriage of Figaro"" (arr. Busoni)",14m 30sec,Franz Liszt,Masters of the Roll (disc 1) (2007),null,Eng.
116484,23026-A022,8,008-Indian Man,3m 9sec,The Charlie Daniels Band,At His Best (199)6,null,Eng.
116485,193007-A047,8,008-Jardin d'Eden,,Zaho,Contagieuse (2012),null,Fre.
116486,145896-A024,10,010-A Hundred and Ten In the Shade,4m 29sec,John Fogerty,Live at Globen (Disc 2) (unknown),null,Eng.
116487,153266-A029,4,004-Hearts,4m 29sec,AdaKaiN,Together In the Heart (2008),null,Eng.
116488,198395-A042,9,"009-Barcarolle in F Sharp, Op. 60",7m 31sec,Fryderyk Chopin,"KEF Ultimate Resolution Demonstration Disc, Edition No. 2 (2010)",null,Eng.
116489,98621-A049,8,008-Posludio de General Complex,1m 44sec,Antonio Pinho Vargas,Solo (200 8),null,Por.
116490,167337-A048,1,001-Vsechno Co Mam,3m 13sec,null,Motylek (2002),null,Cze.
116491,150896-A044,9,009-Pasion,unknown,Ciclo,In the Place to Ci (2011),null,Spa.
116492,120347-A011,10,010-Intensions 2,2m 15sec,Richard Downing,Future Dance (unknown),null,Eng.
116493,183421-A028,13,013-Life's Great: Breeze,0m 23sec,Thomas Kandziora,Hit the Spot (unknown),null,Egn.
116494,162101-A066,2,002-Chains,5m 16sec,Sam KDC,Duality EP (2011),null,Eng.
116495,47582-A045,3,003-Peter Pan,9m 5sec,Cybordelics,Harthouse Retrospective (1998),null,Eng.
116496,78446-A057,24,024-T.V. Is the Thing,2m 27sec,Dinah Washington,The Queen of the Blues (1996),null,Eng.
116497,169082-A017,9,009-If,2m 11sec,Al Hirt,Cocktail Hour (2000),null,Eng.
116498,35046-A060,9,009-So Fine,5m 33sec,Howard Johnson,"Old School, Vol. IV( unknown)",null,Eng.
